Count_RSS_1,Mean_RSS_1,Min_RSS_1,Q1_RSS_1,Median_RSS_1,Q3_RSS_1,Max_RSS_1,Mad_RSS_1,Var_RSS_1,Std_RSS_1,Skew_RSS_1,Kurt_RSS_1,Count_RSS_2,Mean_RSS_2,Min_RSS_2,Q1_RSS_2,Median_RSS_2,Q3_RSS_2,Max_RSS_2,Mad_RSS_2,Var_RSS_2,Std_RSS_2,Skew_RSS_2,Kurt_RSS_2,Count_RSS_3,Mean_RSS_3,Min_RSS_3,Q1_RSS_3,Median_RSS_3,Q3_RSS_3,Max_RSS_3,Mad_RSS_3,Var_RSS_3,Std_RSS_3,Skew_RSS_3,Kurt_RSS_3,Count_RSS_4,Mean_RSS_4,Min_RSS_4,Q1_RSS_4,Median_RSS_4,Q3_RSS_4,Max_RSS_4,Mad_RSS_4,Var_RSS_4,Std_RSS_4,Skew_RSS_4,Kurt_RSS_4,corr_0,corr_1,corr_2,corr_3,corr_4,corr_5,cov_0,cov_1,cov_2,cov_3,cov_4,cov_5,cov_6,cov_7,cov_8,cov_9
26.0,-0.49267338461538474,-1.0,-0.797615,-0.38095,-0.2500025,0.0,0.29008175147929,0.10647448320504614,0.32630428008998924,-0.2627446059361631,-1.4593451763354621,26.0,-0.3092307692307693,-0.72,-0.55,-0.28,-0.08,0.04,0.20686390532544374,0.056007384615384626,0.23665879365741857,-0.23064619555679677,-1.4213038645664342,26.0,0.24542107692307688,-0.28570999999999996,0.0,0.14286,0.39285499999999995,1.0,0.298956177514793,0.13799354846063383,0.37147482883855515,0.8459523959054458,-0.5012102397714968,26.0,0.2807692307692307,-0.45,0.05,0.32499999999999996,0.5375000000000001,0.8,0.3053254437869823,0.14561538461538462,0.381595839358063,-0.5061562549972303,-0.43540162309260255,0.766043532525463,-0.7539863213611212,-0.7376808228523725,-0.7202580802930112,-0.4502880190926489,0.5129876598560275,0.10647448320504616,0.0591560091076923,-0.09139356721300924,-0.09185332769230768,0.05600738461538462,-0.06331989366153846,-0.04066461538461539,0.13799354846063386,0.07271766753846155,0.14561538461538465
24.0,-0.5873015833333334,-1.0,-1.0,-0.59524,-0.2738075,0.0,0.3333334166666668,0.13362238536451446,0.36554395818357394,0.07090314506535882,-1.713040646983893,24.0,-0.3766666666666667,-0.8,-0.53,-0.44,-0.15,0.04,0.20388888888888898,0.05870144927536232,0.24228381967304857,0.04664167224442231,-1.0018222953432483,24.0,0.34126941666666655,-0.19047999999999998,0.0714285,0.16666999999999998,0.7261925,0.9523799999999999,0.34656048611111107,0.15353759526207975,0.39183873629604277,0.35083081730454857,-1.4266609206345024,24.0,0.37916666666666665,-0.4,0.18750000000000003,0.35,0.65,0.9,0.2607638888888889,0.10628623188405797,0.32601569269600805,-0.4328834428631468,-0.06735579894514698,0.672944305384502,-0.8395125058651615,-0.7447221407156137,-0.7086222326064098,-0.5616313239832803,0.5985825579871736,0.1336223853645145,0.05959957246376811,-0.12024697154096378,-0.08875082137681158,0.05870144927536232,-0.06727389188405797,-0.04436231884057971,0.1535375952620797,0.07646627427536232,0.10628623188405797
26.0,-0.6391946153846154,-1.0,-0.797615,-0.61905,-0.52381,-0.14286,0.20484650887573963,0.06515611192184617,0.25525695273948207,0.15775956156864313,-0.792774031711625,26.0,-0.4553846153846154,-0.8,-0.56,-0.4,-0.32,-0.2,0.1562130177514793,0.034185846153846164,0.1848941485116448,-0.5415198303042099,-0.9282593109200836,26.0,0.3131869230769231,-0.61905,0.0,0.21428999999999998,0.7619,1.0,0.4126502958579883,0.2213455021070338,0.47047369969747915,-0.12975336599013693,-1.2278934065346645,26.0,0.4057692307692307,-0.25,0.21250000000000002,0.475,0.65,0.85,0.2668639053254438,0.10866538461538465,0.3296443304766285,-0.5472762272082538,-0.6725063837162306,0.16429946440893564,-0.5865923074331969,-0.5746766034535387,-0.3391654009449272,-0.3384401407316367,0.45029125199383,0.06515611192184616,0.007754198153846155,-0.07044485739276923,-0.048355592307692305,0.03418584615384616,-0.029503263630769227,-0.020627692307692316,0.22134550210703383,0.06983521446153844,0.10866538461538465
25.0,-0.6419044,-1.0,-0.85714,-0.71429,-0.42857,-0.14286,0.22003702400000003,0.068238280659,0.26122457897181117,0.42270309872205847,-0.9334853186219823,25.0,-0.4000000000000001,-0.72,-0.56,-0.44,-0.28,-0.08,0.16640000000000005,0.03786666666666666,0.19459359359101897,0.21949745488581107,-1.1005497999408784,25.0,0.4723804,-0.14286,0.14286,0.42857,0.85714,0.9523799999999999,0.327466016,0.1337710897294167,0.3657473031061428,-0.19473271749972323,-1.5051372554359395,25.0,0.418,-0.05,0.25,0.35,0.65,0.8,0.20015999999999995,0.057683333333333336,0.2401735483631229,0.12168034860452812,-0.8443411916756811,0.6729181688708459,-0.7515204690318954,-0.5592579831512983,-0.5709349390737238,-0.40475376605505986,0.38366586672458547,0.068238280659,0.03420619999999999,-0.07180190788191668,-0.035087417499999995,0.037866666666666667,-0.040634628333333325,-0.018916666666666665,0.13377108972941668,0.03370229458333333,0.057683333333333336
26.0,-0.8315015384615385,-1.0,-1.0,-0.90476,-0.71429,-0.28570999999999996,0.16511668639053248,0.041583888093538475,0.2039212791582538,1.2323645321422845,0.9875316029210777,26.0,-0.42153846153846153,-0.72,-0.56,-0.44,-0.32,-0.08,0.1368047337278106,0.027421538461538456,0.1655945000944731,0.3286998039288353,-0.6438302292114031,26.0,0.6098896153846155,0.0,0.41666500000000006,0.71429,0.845235,0.9523799999999999,0.2500697337278106,0.08979875717184616,0.2996644075826259,-0.9635957496507985,-0.46458620146554885,26.0,0.46730769230769237,-0.25,0.22500000000000003,0.55,0.725,0.8,0.2581360946745562,0.0995884615384615,0.31557639572449253,-0.8283738926797811,-0.30385281968025524,0.34416661198433074,-0.1251390551091113,0.27993690791924203,-0.45860408542580133,0.16509891843773766,-0.21175854348550843,0.04158388809353846,0.011621901538461541,-0.007646991036615385,0.018014707692307695,0.02742153846153846,-0.022757208615384616,0.00862769230769231,0.08979875717184617,-0.020025373076923085,0.09958846153846153
24.0,-0.7936504166666668,-1.0,-0.916665,-0.7619,-0.71429,-0.57143,0.12169211805555552,0.0214266259259058,0.14637836563476792,0.029007397244922194,-1.0957662593933337,24.0,-0.465,-0.8,-0.61,-0.42000000000000004,-0.31,-0.16,0.16583333333333333,0.038791304347826086,0.1969550820563564,-0.510790577090405,-0.9575798321280917,24.0,0.6646833333333335,0.14286,0.6785749999999999,0.71429,0.7619,0.85714,0.1220241666666666,0.02809395906666667,0.1676125265804041,-1.7504314312757245,3.156050293395634,24.0,0.39166666666666666,-0.25,0.2875,0.5,0.65,0.8,0.27291666666666664,0.11710144927536234,0.34220089023169176,-0.8263571518584925,-0.546099170173826,0.28437948379507033,0.20626498800362308,0.21768588370878658,0.12134824787732303,0.034190047733118005,0.32095700875523114,0.021426625925905794,0.008198649999999998,0.005060680066666668,0.0109040615942029,0.03879130434782609,0.004005965217391304,0.0023043478260869545,0.028093959066666663,0.018409181159420293,0.11710144927536231
26.0,-0.7454215384615384,-1.0,-0.97619,-0.738095,-0.583335,-0.14286,0.17765384615384613,0.04769886314953846,0.21840069402256593,0.6853259305384077,0.6046586017399291,26.0,-0.4446153846153847,-0.8,-0.64,-0.36,-0.32,-0.08,0.1779881656804734,0.04228184615384615,0.20562549976558392,-0.32800408243869306,-1.0714593084195765,26.0,0.46886423076923084,-0.38095,0.28570999999999996,0.47619,0.71429,0.85714,0.25274730769230763,0.09826565764138463,0.31347353579111686,-0.7658615079210804,0.442106268826262,26.0,0.3942307692307692,-0.1,0.35,0.42500000000000004,0.5,0.8,0.16390532544378697,0.05006538461538462,0.2237529544282815,-0.5268846067410397,0.6619603963365299,0.2986584142425366,-0.2657795226246297,0.11311151123070251,-0.08801337729620648,0.18718618288526243,-0.34008127235479846,0.047698863149538466,0.013412376615384613,-0.01819602034123077,0.005527510769230772,0.04228184615384616,-0.005673179692307694,0.008612307692307693,0.09826565764138462,-0.02385351461538462,0.05006538461538461
23.0,-0.7536221739130433,-1.0,-0.9523799999999999,-0.80952,-0.61905,-0.33333,0.1798530056710776,0.04795966990869564,0.2189969632408076,0.6731018738879838,-0.6741372712664071,23.0,-0.4695652173913043,-0.84,-0.66,-0.4,-0.32,-0.12,0.16468809073724008,0.03901343873517787,0.19751819849112098,-0.5185857493007687,-0.7229260731152234,23.0,0.5445139130434783,0.14286,0.42857,0.52381,0.71429,0.80952,0.15411017013232517,0.03583315220671937,0.1892964664401303,-0.53362873098134,-0.5175244173540681,23.0,0.417391304347826,-0.25,0.25,0.4,0.625,1.0,0.25293005671077506,0.10241106719367589,0.32001729202290913,-0.08950271366438008,-0.3563131148965337,0.31416021323569393,-0.3698167550985058,0.09822850896143255,0.051848616049333815,-0.06628340074994014,-0.15986418994214405,0.04795966990869564,0.013589278260869564,-0.015330883500197623,0.006884130434782609,0.03901343873517787,0.0019385936758893282,-0.004189723320158105,0.03583315220671937,-0.009684275691699605,0.10241106719367589
27.0,-0.26631374074074066,-0.90476,-0.38095,-0.28570999999999996,-0.14286,0.095238,0.15062797256515775,0.04243099597119944,0.20598785394095312,-0.97167676165473,2.3958028093849215,27.0,-0.1866666666666667,-0.8,-0.33999999999999997,-0.16,0.04,0.16,0.19851851851851846,0.0641230769230769,0.2532253481053524,-0.949264111682662,0.31866166128182716,27.0,-0.2486762962962963,-0.80952,-0.42857,-0.28570999999999996,0.0,0.14286,0.2324112482853224,0.0733178872075242,0.2707727593527905,-0.3043788418517847,-0.8364509612401507,27.0,0.06111111111111111,-0.4,-0.1,0.05,0.25,0.65,0.24567901234567907,0.0939102564102564,0.30644780372888364,0.10980384374837548,-0.66930939673147,0.465351743879055,-0.08218490743279118,-0.4402052760602337,0.11218505455189354,-0.649283337406326,-0.005148653368538838,0.04243099597119943,0.024273373333333344,-0.004583937145997151,-0.027787749145299145,0.06412307692307692,0.00769213948717949,-0.05038461538461539,0.07331788720752422,-0.00042722350427350627,0.09391025641025642
28.0,-0.6717685714285714,-1.0,-0.916665,-0.59524,-0.5119049999999999,-0.2381,0.21331336734693873,0.05968566462010582,0.24430649729408715,-0.06454390355932448,-1.360059802501338,28.0,-0.44000000000000006,-0.8,-0.61,-0.4,-0.32,-0.08,0.15428571428571433,0.035674074074074066,0.188875816541118,-0.05455496992076646,-0.6125117824306558,28.0,0.42687085714285716,-0.095238,0.35714,0.42857,0.57143,0.85714,0.15184675510204082,0.04744824072990478,0.21782617090217782,-0.6252469331426556,1.0569611635403877,28.0,0.4428571428571429,-0.6,0.35,0.45,0.5750000000000001,0.95,0.18367346938775508,0.08550264550264552,0.29240835402335125,-1.7178083227703098,5.632237219979367,0.12383727403920303,-0.4041828473277737,-0.016576946368922596,0.2812130632541351,0.05364880983045021,0.1950131705940416,0.05968566462010581,0.005714296296296293,-0.021509135395343916,-0.0011842116402116397,0.03567407407407407,0.011569694814814816,0.0029629629629629632,0.04744824072990476,0.012421206349206352,0.0855026455026455
24.0,-0.33928587500000007,-0.9523799999999999,-0.5,-0.28570999999999996,-0.17857499999999998,0.047619,0.21428524999999998,0.07459532681280975,0.2731214506640036,-0.7107048492020539,-0.0656832266749734,24.0,-0.21833333333333338,-0.68,-0.36,-0.2,-0.08,0.04,0.15805555555555553,0.03728405797101449,0.19309080239880536,-0.6087610953053499,-0.28537535541831005,24.0,0.0634925,-0.42857,-0.047619,0.047619,0.14286,0.57143,0.15344041666666666,0.0448916942441739,0.21187660145512505,0.2529479761698037,1.2356457313763127,24.0,0.19791666666666663,-0.45,0.037500000000000006,0.15,0.35,0.8,0.23107638888888882,0.09401721014492752,0.30662225970227197,0.2774666370388637,0.1692530783601649,0.12660989267962805,-0.6865968135644939,-0.752951599118325,-0.26585454703463074,-0.0652965251321119,0.6092292902125153,0.07459532681280978,0.006677056304347827,-0.03973201513336957,-0.06305601929347827,0.0372840579710145,-0.01087648782608696,-0.003865942028985505,0.04489169424417392,0.03957924021739131,0.09401721014492755
26.0,-0.4816849615384615,-1.0,-0.64286,-0.38095,-0.2500025,-0.047619,0.24809810946745559,0.08949209857523849,0.2991522999664861,-0.642386679343264,-0.8268391012269674,26.0,-0.26615384615384624,-0.76,-0.4,-0.26,-0.09,0.04,0.1769230769230769,0.047224615384615386,0.21731225318563008,-0.36707849183613417,-0.3834875203003545,26.0,0.18498180769230774,-0.7619,-0.03571425,0.14286,0.46428499999999995,0.85714,0.2976892396449704,0.14953731589376157,0.3867005506768274,-0.05941144905672662,0.12292519884426722,26.0,0.2769230769230769,-0.25,0.0625,0.275,0.5125000000000001,0.8,0.23461538461538467,0.07924615384615386,0.28150693392197973,0.13155651457036058,-0.7428631328412347,0.7676968240683756,-0.7474894580177709,-0.7072547601729553,-0.5702504330662672,-0.5673517872199498,0.5210903517181715,0.08949209857523846,0.049907556246153846,-0.0864713439307523,-0.05956036107692308,0.04722461538461539,-0.04792086283076923,-0.034707692307692314,0.14953731589376154,0.056725315384615387,0.07924615384615386
