Count_RSS_1,Mean_RSS_1,Min_RSS_1,Q1_RSS_1,Median_RSS_1,Q3_RSS_1,Max_RSS_1,Mad_RSS_1,Var_RSS_1,Std_RSS_1,Skew_RSS_1,Kurt_RSS_1,Count_RSS_2,Mean_RSS_2,Min_RSS_2,Q1_RSS_2,Median_RSS_2,Q3_RSS_2,Max_RSS_2,Mad_RSS_2,Var_RSS_2,Std_RSS_2,Skew_RSS_2,Kurt_RSS_2,Count_RSS_3,Mean_RSS_3,Min_RSS_3,Q1_RSS_3,Median_RSS_3,Q3_RSS_3,Max_RSS_3,Mad_RSS_3,Var_RSS_3,Std_RSS_3,Skew_RSS_3,Kurt_RSS_3,Count_RSS_4,Mean_RSS_4,Min_RSS_4,Q1_RSS_4,Median_RSS_4,Q3_RSS_4,Max_RSS_4,Mad_RSS_4,Var_RSS_4,Std_RSS_4,Skew_RSS_4,Kurt_RSS_4
24.0,-0.208333875,-0.57143,-0.38095,-0.14286,-0.095238,0.14286,0.15178510416666666,0.03387793998924456,0.18405960988018136,-0.2900438629943138,-0.6648002527998709,24.0,-0.13500000000000004,-0.76,-0.21000000000000002,-0.08,0.04,0.16,0.18666666666666665,0.05896521739130438,0.2428275466072669,-1.3360909099569085,0.9040956859458089,24.0,-0.1706339583333333,-0.85714,-0.28570999999999996,-0.11904899999999999,0.0,0.14286,0.1815461979166667,0.05677126759586776,0.23826721888641703,-1.1758254918945354,1.8192666682993388,24.0,0.06875000000000002,-0.7,0.037500000000000006,0.1,0.275,0.45,0.2114583333333333,0.08778532608695652,0.29628588573699643,-1.288560544337685,1.3972347080084968
24.0,-0.1686515833333333,-0.42857,-0.2500025,-0.14286,-0.1309545,0.0,0.09358368055555555,0.01517853753842754,0.12320120753640176,-0.44090364130223575,-0.008552044949778015,24.0,-0.13833333333333334,-0.52,-0.23000000000000004,-0.08,0.04,0.04,0.15472222222222218,0.035197101449275355,0.18760890557027232,-0.8316068963808326,-0.5296897440748882,24.0,-0.05952295833333334,-0.90476,-0.1071435,0.0238095,0.14286,0.2381,0.1944451944444444,0.07359794918204166,0.27128941959103686,-1.7924229460759429,3.360914449478592,24.0,0.08125,-0.55,-0.05,0.1,0.2625,0.45,0.18854166666666664,0.0625679347826087,0.2501358326641921,-0.9736492512448699,0.8222459810911675
24.0,-0.20833325000000003,-0.66667,-0.345235,-0.19047999999999998,-0.047619,0.14286,0.17013785416666669,0.04531458538741302,0.21287222784434098,-0.2615700761105019,-0.36454646006099223,24.0,-0.1666666666666667,-0.6,-0.28,-0.2,-0.019999999999999997,0.16,0.15611111111111106,0.0366840579710145,0.19153082773019725,-0.4891660602439536,0.0371686023895359,24.0,-0.1924604166666667,-0.85714,-0.28570999999999996,-0.16666999999999998,-0.03571425,0.14286,0.19279048611111116,0.06693872042390579,0.2587251832039274,-0.8428386666737705,0.6917258384211782,24.0,0.08125,-0.55,-0.1,0.1,0.25,0.55,0.2036458333333333,0.06843750000000001,0.2616056192057044,-0.21505324351584035,0.26326613411228506
23.0,-0.20910913043478258,-0.47618999999999995,-0.30952,-0.2381,-0.14286,0.14286,0.1420452551984877,0.032104332294118576,0.17917681851768263,0.5813063888208702,-0.28310344346277505,23.0,-0.20173913043478267,-0.72,-0.30000000000000004,-0.2,-0.06,0.04,0.15168241965973542,0.039342292490118586,0.19834891602960322,-0.8314720457509955,0.650136100586101,23.0,-0.04140826086956522,-0.66667,-0.14286,0.0,0.11904899999999999,0.28570999999999996,0.17157340264650286,0.05262942375583795,0.22941103669143284,-0.950512077163693,1.3391877890928923,23.0,0.10869565217391304,-0.4,-0.05,0.15,0.25,0.45,0.17637051039697543,0.04719367588932806,0.2172410547970343,-0.6535906366478309,-0.1281852550621001
26.0,-0.49267338461538474,-1.0,-0.797615,-0.38095,-0.2500025,0.0,0.29008175147929,0.10647448320504614,0.32630428008998924,-0.2627446059361631,-1.4593451763354621,26.0,-0.3092307692307693,-0.72,-0.55,-0.28,-0.08,0.04,0.20686390532544374,0.056007384615384626,0.23665879365741857,-0.23064619555679677,-1.4213038645664342,26.0,0.24542107692307688,-0.28570999999999996,0.0,0.14286,0.39285499999999995,1.0,0.298956177514793,0.13799354846063383,0.37147482883855515,0.8459523959054458,-0.5012102397714968,26.0,0.2807692307692307,-0.45,0.05,0.32499999999999996,0.5375000000000001,0.8,0.3053254437869823,0.14561538461538462,0.381595839358063,-0.5061562549972303,-0.43540162309260255
24.0,-0.5873015833333334,-1.0,-1.0,-0.59524,-0.2738075,0.0,0.3333334166666668,0.13362238536451446,0.36554395818357394,0.07090314506535882,-1.713040646983893,24.0,-0.3766666666666667,-0.8,-0.53,-0.44,-0.15,0.04,0.20388888888888898,0.05870144927536232,0.24228381967304857,0.04664167224442231,-1.0018222953432483,24.0,0.34126941666666655,-0.19047999999999998,0.0714285,0.16666999999999998,0.7261925,0.9523799999999999,0.34656048611111107,0.15353759526207975,0.39183873629604277,0.35083081730454857,-1.4266609206345024,24.0,0.37916666666666665,-0.4,0.18750000000000003,0.35,0.65,0.9,0.2607638888888889,0.10628623188405797,0.32601569269600805,-0.4328834428631468,-0.06735579894514698
26.0,-0.6391946153846154,-1.0,-0.797615,-0.61905,-0.52381,-0.14286,0.20484650887573963,0.06515611192184617,0.25525695273948207,0.15775956156864313,-0.792774031711625,26.0,-0.4553846153846154,-0.8,-0.56,-0.4,-0.32,-0.2,0.1562130177514793,0.034185846153846164,0.1848941485116448,-0.5415198303042099,-0.9282593109200836,26.0,0.3131869230769231,-0.61905,0.0,0.21428999999999998,0.7619,1.0,0.4126502958579883,0.2213455021070338,0.47047369969747915,-0.12975336599013693,-1.2278934065346645,26.0,0.4057692307692307,-0.25,0.21250000000000002,0.475,0.65,0.85,0.2668639053254438,0.10866538461538465,0.3296443304766285,-0.5472762272082538,-0.6725063837162306
25.0,-0.6419044,-1.0,-0.85714,-0.71429,-0.42857,-0.14286,0.22003702400000003,0.068238280659,0.26122457897181117,0.42270309872205847,-0.9334853186219823,25.0,-0.4000000000000001,-0.72,-0.56,-0.44,-0.28,-0.08,0.16640000000000005,0.03786666666666666,0.19459359359101897,0.21949745488581107,-1.1005497999408784,25.0,0.4723804,-0.14286,0.14286,0.42857,0.85714,0.9523799999999999,0.327466016,0.1337710897294167,0.3657473031061428,-0.19473271749972323,-1.5051372554359395,25.0,0.418,-0.05,0.25,0.35,0.65,0.8,0.20015999999999995,0.057683333333333336,0.2401735483631229,0.12168034860452812,-0.8443411916756811
26.0,-0.8315015384615385,-1.0,-1.0,-0.90476,-0.71429,-0.28570999999999996,0.16511668639053248,0.041583888093538475,0.2039212791582538,1.2323645321422845,0.9875316029210777,26.0,-0.42153846153846153,-0.72,-0.56,-0.44,-0.32,-0.08,0.1368047337278106,0.027421538461538456,0.1655945000944731,0.3286998039288353,-0.6438302292114031,26.0,0.6098896153846155,0.0,0.41666500000000006,0.71429,0.845235,0.9523799999999999,0.2500697337278106,0.08979875717184616,0.2996644075826259,-0.9635957496507985,-0.46458620146554885,26.0,0.46730769230769237,-0.25,0.22500000000000003,0.55,0.725,0.8,0.2581360946745562,0.0995884615384615,0.31557639572449253,-0.8283738926797811,-0.30385281968025524
24.0,-0.7936504166666668,-1.0,-0.916665,-0.7619,-0.71429,-0.57143,0.12169211805555552,0.0214266259259058,0.14637836563476792,0.029007397244922194,-1.0957662593933337,24.0,-0.465,-0.8,-0.61,-0.42000000000000004,-0.31,-0.16,0.16583333333333333,0.038791304347826086,0.1969550820563564,-0.510790577090405,-0.9575798321280917,24.0,0.6646833333333335,0.14286,0.6785749999999999,0.71429,0.7619,0.85714,0.1220241666666666,0.02809395906666667,0.1676125265804041,-1.7504314312757245,3.156050293395634,24.0,0.39166666666666666,-0.25,0.2875,0.5,0.65,0.8,0.27291666666666664,0.11710144927536234,0.34220089023169176,-0.8263571518584925,-0.546099170173826
26.0,-0.7454215384615384,-1.0,-0.97619,-0.738095,-0.583335,-0.14286,0.17765384615384613,0.04769886314953846,0.21840069402256593,0.6853259305384077,0.6046586017399291,26.0,-0.4446153846153847,-0.8,-0.64,-0.36,-0.32,-0.08,0.1779881656804734,0.04228184615384615,0.20562549976558392,-0.32800408243869306,-1.0714593084195765,26.0,0.46886423076923084,-0.38095,0.28570999999999996,0.47619,0.71429,0.85714,0.25274730769230763,0.09826565764138463,0.31347353579111686,-0.7658615079210804,0.442106268826262,26.0,0.3942307692307692,-0.1,0.35,0.42500000000000004,0.5,0.8,0.16390532544378697,0.05006538461538462,0.2237529544282815,-0.5268846067410397,0.6619603963365299
23.0,-0.7536221739130433,-1.0,-0.9523799999999999,-0.80952,-0.61905,-0.33333,0.1798530056710776,0.04795966990869564,0.2189969632408076,0.6731018738879838,-0.6741372712664071,23.0,-0.4695652173913043,-0.84,-0.66,-0.4,-0.32,-0.12,0.16468809073724008,0.03901343873517787,0.19751819849112098,-0.5185857493007687,-0.7229260731152234,23.0,0.5445139130434783,0.14286,0.42857,0.52381,0.71429,0.80952,0.15411017013232517,0.03583315220671937,0.1892964664401303,-0.53362873098134,-0.5175244173540681,23.0,0.417391304347826,-0.25,0.25,0.4,0.625,1.0,0.25293005671077506,0.10241106719367589,0.32001729202290913,-0.08950271366438008,-0.3563131148965337
27.0,-0.26631374074074066,-0.90476,-0.38095,-0.28570999999999996,-0.14286,0.095238,0.15062797256515775,0.04243099597119944,0.20598785394095312,-0.97167676165473,2.3958028093849215,27.0,-0.1866666666666667,-0.8,-0.33999999999999997,-0.16,0.04,0.16,0.19851851851851846,0.0641230769230769,0.2532253481053524,-0.949264111682662,0.31866166128182716,27.0,-0.2486762962962963,-0.80952,-0.42857,-0.28570999999999996,0.0,0.14286,0.2324112482853224,0.0733178872075242,0.2707727593527905,-0.3043788418517847,-0.8364509612401507,27.0,0.06111111111111111,-0.4,-0.1,0.05,0.25,0.65,0.24567901234567907,0.0939102564102564,0.30644780372888364,0.10980384374837548,-0.66930939673147
28.0,-0.6717685714285714,-1.0,-0.916665,-0.59524,-0.5119049999999999,-0.2381,0.21331336734693873,0.05968566462010582,0.24430649729408715,-0.06454390355932448,-1.360059802501338,28.0,-0.44000000000000006,-0.8,-0.61,-0.4,-0.32,-0.08,0.15428571428571433,0.035674074074074066,0.188875816541118,-0.05455496992076646,-0.6125117824306558,28.0,0.42687085714285716,-0.095238,0.35714,0.42857,0.57143,0.85714,0.15184675510204082,0.04744824072990478,0.21782617090217782,-0.6252469331426556,1.0569611635403877,28.0,0.4428571428571429,-0.6,0.35,0.45,0.5750000000000001,0.95,0.18367346938775508,0.08550264550264552,0.29240835402335125,-1.7178083227703098,5.632237219979367
24.0,-0.33928587500000007,-0.9523799999999999,-0.5,-0.28570999999999996,-0.17857499999999998,0.047619,0.21428524999999998,0.07459532681280975,0.2731214506640036,-0.7107048492020539,-0.0656832266749734,24.0,-0.21833333333333338,-0.68,-0.36,-0.2,-0.08,0.04,0.15805555555555553,0.03728405797101449,0.19309080239880536,-0.6087610953053499,-0.28537535541831005,24.0,0.0634925,-0.42857,-0.047619,0.047619,0.14286,0.57143,0.15344041666666666,0.0448916942441739,0.21187660145512505,0.2529479761698037,1.2356457313763127,24.0,0.19791666666666663,-0.45,0.037500000000000006,0.15,0.35,0.8,0.23107638888888882,0.09401721014492752,0.30662225970227197,0.2774666370388637,0.1692530783601649
26.0,-0.4816849615384615,-1.0,-0.64286,-0.38095,-0.2500025,-0.047619,0.24809810946745559,0.08949209857523849,0.2991522999664861,-0.642386679343264,-0.8268391012269674,26.0,-0.26615384615384624,-0.76,-0.4,-0.26,-0.09,0.04,0.1769230769230769,0.047224615384615386,0.21731225318563008,-0.36707849183613417,-0.3834875203003545,26.0,0.18498180769230774,-0.7619,-0.03571425,0.14286,0.46428499999999995,0.85714,0.2976892396449704,0.14953731589376157,0.3867005506768274,-0.05941144905672662,0.12292519884426722,26.0,0.2769230769230769,-0.25,0.0625,0.275,0.5125000000000001,0.8,0.23461538461538467,0.07924615384615386,0.28150693392197973,0.13155651457036058,-0.7428631328412347
29.0,-0.5385875172413793,-1.0,-0.61905,-0.52381,-0.38095,-0.095238,0.18379532936979787,0.058001854390187194,0.24083574151314666,-0.44516757814227587,-0.39706689977702814,29.0,-0.06068965517241381,-0.76,-0.2,0.0,0.08,0.32,0.1690368608799049,0.050699507389162575,0.2251655111005293,-1.275329272890821,2.534599225439633,29.0,-0.06568113793103451,-0.66667,-0.19047999999999998,0.0,0.14286,0.28570999999999996,0.19194940309155767,0.05400327277098029,0.23238604254769754,-0.780460069319465,0.1949756992131504,29.0,0.062068965517241406,-0.6,-0.1,0.05,0.25,0.6,0.22104637336504165,0.08279556650246309,0.2877421875611275,-0.11088046028414239,0.054695459041981476
29.0,-0.6978655172413792,-1.0,-1.0,-0.71429,-0.47618999999999995,-0.19047999999999998,0.21403084423305588,0.0646705744399015,0.25430409835451234,0.2399603820418951,-1.068299399662346,29.0,-0.22068965517241385,-0.6,-0.36,-0.2,-0.08,0.04,0.16485136741973838,0.03767093596059114,0.1940900202498602,-0.3230229967468909,-1.0122042177162047,29.0,-0.13628896551724143,-0.71429,-0.28570999999999996,-0.14286,0.0,0.28570999999999996,0.18130390011890601,0.0524334718528202,0.2289835624074798,-0.38707716138547255,-0.053969173753037225,29.0,0.22413793103448282,-0.35,0.05,0.25,0.35,0.65,0.18715814506539832,0.056896551724137934,0.2385299807658105,-0.38799357527708084,0.038671934126478735
25.0,-0.689524,-1.0,-0.85714,-0.66667,-0.57143,-0.28570999999999996,0.16853295999999995,0.04348455065,0.2085294958752838,0.21009890893062239,-0.6239023598436293,25.0,-0.2864,-0.64,-0.36,-0.28,-0.2,-0.08,0.11865599999999997,0.021424,0.14636939570825588,-0.4821752872883689,-0.1590032339150178,25.0,0.0019052799999999936,-0.38095,-0.14286,0.0,0.14286,0.28570999999999996,0.1430871936,0.030703340733876674,0.1752236877076746,-0.2526851858487385,-0.6385131488544524,25.0,0.16200000000000003,-0.5,0.05,0.2,0.35,0.55,0.20367999999999997,0.071725,0.2678152348168416,-1.08694816306266,0.5191193971261612
30.0,-0.7634920000000001,-1.0,-1.0,-0.80952,-0.61905,-0.28570999999999996,0.19195653333333332,0.05136973566482758,0.22664892601737072,0.6183929652174488,-0.6309983241183699,30.0,-0.3266666666666666,-0.8,-0.51,-0.30000000000000004,-0.14,0.04,0.18088888888888893,0.04789885057471265,0.21885806033754537,-0.2158085474078916,-0.8153487278675642,30.0,-0.08730186666666669,-0.52381,-0.226195,-0.0714285,0.0,0.33333,0.18253986666666663,0.053339868122395384,0.23095425547583093,-0.05641767252849094,-0.6178685839834572,30.0,0.24499999999999994,-0.9,0.11250000000000002,0.35,0.38750000000000007,0.65,0.22966666666666669,0.10454310344827587,0.3233312596212681,-1.6393927129968031,4.266967618930424
27.0,-0.7354488888888888,-1.0,-0.88095,-0.7619,-0.61905,-0.33333,0.15284938271604942,0.038955724179487186,0.19737204508107825,0.460817281183408,-0.3681877435297287,27.0,-0.3807407407407407,-0.76,-0.56,-0.36,-0.22,-0.04,0.186008230452675,0.04816866096866097,0.21947359970771194,-0.07057191526570356,-1.0637291938673683,27.0,-0.028217814814814807,-0.33333,-0.28570999999999996,0.0,0.11904899999999999,0.42857,0.1780637805212619,0.048535578930848984,0.2203079184479055,0.2520918117559151,-0.8224998193509587,27.0,0.14074074074074075,-0.6,-0.025,0.15,0.375,0.55,0.22880658436213994,0.08423789173789174,0.2902376470030925,-0.7233678827407295,0.10084237778498872
29.0,-0.7422013793103446,-1.0,-0.90476,-0.71429,-0.66667,-0.42857,0.1266044708680142,0.023083065476600977,0.15193112082980556,-0.10850220714198283,-0.7857843495291257,29.0,-0.3310344827586207,-0.84,-0.4,-0.32,-0.2,0.04,0.16741973840665872,0.05221674876847291,0.22850984392028478,-0.9508048153665749,0.6857317800841609,29.0,0.014778724137931042,-0.71429,-0.14286,0.14286,0.14286,0.47618999999999995,0.20044271819262785,0.0665865571614926,0.25804371172631313,-0.77851608564516,1.0582039792873554,29.0,0.29482758620689653,-0.95,0.2,0.25,0.6,0.8,0.2394768133174792,0.11363300492610835,0.3370949494224266,-1.597276090739035,5.558402288639776
23.0,-0.8178056521739129,-1.0,-1.0,-0.80952,-0.69048,-0.47618999999999995,0.14600725897920602,0.0287880254256917,0.1696703433888542,0.32778545053759733,-1.1426307123882982,23.0,-0.46956521739130447,-0.76,-0.6,-0.52,-0.32,-0.08,0.1553119092627599,0.034358893280632415,0.18536152049611704,0.4721877525527245,-0.6257426484636657,23.0,-0.04968839130434782,-0.7619,-0.14286,0.0,0.14286,0.2381,0.18507576181474478,0.07039328158052177,0.26531732242829864,-1.7671957270143799,3.073560565707722,23.0,0.21739130434782605,-0.25,0.125,0.2,0.375,0.65,0.18052930056710773,0.057411067193675884,0.23960606668796156,-0.19730566007074848,0.025983035447138647
25.0,-0.7561911999999998,-1.0,-0.85714,-0.71429,-0.57143,-0.52381,0.14597894399999997,0.02878269947766666,0.1696546476748181,-0.22103510258197218,-1.3697631683264682,25.0,-0.3648,-0.8,-0.52,-0.32,-0.24,0.04,0.17215999999999998,0.04550933333333334,0.21332916662597579,-0.15501375326470954,-0.37733101825707127,25.0,-0.16952352000000004,-0.85714,-0.28570999999999996,-0.14286,0.0,0.19047999999999998,0.18818998399999998,0.06577444693159333,0.25646529381495914,-1.1648278626066477,1.5501366543427073,25.0,0.16999999999999996,-0.4,0.05,0.2,0.35,0.65,0.21600000000000003,0.07208333333333332,0.26848339489311684,-0.4282523241129252,-0.33027493130316143
27.0,-0.8447962962962962,-1.0,-1.0,-0.90476,-0.7619,-0.57143,0.12306485596707822,0.02138348560883191,0.1462309324624305,0.5878251398927563,-0.9087013758375089,27.0,-0.4014814814814816,-0.68,-0.5,-0.4,-0.32,-0.08,0.12016460905349792,0.023443874643874638,0.1531139270082073,0.07504588204952434,-0.4201047021923876,27.0,-0.019400333333333332,-0.33333,-0.19047999999999998,0.0,0.14286,0.42857,0.18237641975308638,0.045919663491923064,0.21428873860266914,0.2946183287519385,-0.9490811060608935,27.0,0.24999999999999997,-0.5,0.05,0.35,0.42500000000000004,0.75,0.2444444444444444,0.09057692307692305,0.3009600024536866,-0.4879925599442974,0.04166497626678778
26.0,-0.7838819230769231,-1.0,-0.90476,-0.78571,-0.678575,-0.47618999999999995,0.13919346153846157,0.02906659160015385,0.17048927121714683,0.27972562390116923,-1.0208721543832455,26.0,-0.40307692307692294,-0.84,-0.65,-0.32,-0.28,-0.04,0.2130177514792898,0.060662153846153845,0.24629688151934415,-0.3551387499882923,-1.2071223953951296,26.0,0.01648376923076924,-0.61905,-0.1666695,0.0238095,0.14286,0.57143,0.21062284615384622,0.08071511291842459,0.2841040529778211,-0.17592899436696532,0.26943809973369603,26.0,0.25192307692307686,-0.6,0.15,0.3,0.38750000000000007,0.75,0.20562130177514792,0.08689615384615386,0.2947815357958396,-1.1349700997867918,2.2695846780583717
26.0,-0.8571423076923078,-1.0,-1.0,-0.88095,-0.7619,-0.57143,0.1208792307692308,0.01922884173046154,0.13866809918096354,0.5158817247876064,-1.0312227729141545,26.0,-0.4292307692307692,-0.84,-0.63,-0.5,-0.28,-0.04,0.19928994082840232,0.054727384615384615,0.2339388480252577,0.0831429526835678,-0.9330103609716267,26.0,0.023809538461538476,-1.0,-0.047619,0.0714285,0.226195,0.47618999999999995,0.24175857396449704,0.11433100662665843,0.3381286835313716,-1.2451118017014313,2.229674850173302,26.0,0.29038461538461535,-0.25,0.1,0.35,0.525,0.8,0.21420118343195266,0.06860384615384615,0.2619233593130749,-0.23483350860951574,-0.39609382162597173
